protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
A0A6S8CPG5,tr|A0A6S8CPG5|A0A6S8CPG5_9STRA Subtilisin OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7230 PE=3 SV=1,498962.3152,650339.1056,576288.6085,572842.6993,674825.5158,631964.5228,612161.4377,713154.538,713349.7303,677044.1243,809530.2963,730364.361,603959.1683,739760,695929.7175
A0A6S8CPH6,tr|A0A6S8CPH6|A0A6S8CPH6_9STRA Cytochrome b5 heme-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7630 PE=4 SV=1,24596.36544,219999.7852,169269.1104,27914.91563,176292.1612,128157.1174,20898.79456,180872.5979,145457.8003,22466.19175,163193.0346,136679.572,21936.39072,181960,162703.165
A0A6S8CPM9,tr|A0A6S8CPM9|A0A6S8CPM9_9STRA Calmodulin (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7635 PE=3 SV=1,3382470.248,3929965.357,3857502.592,3761785.399,4418806.853,4445528.662,3913315.729,4387167.931,4471235.707,3811583.322,4350225.398,4428982.411,3664405.026,3978400,4023882.795
A0A6S8CPP7,tr|A0A6S8CPP7|A0A6S8CPP7_9STRA DUF2431 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7639 PE=4 SV=1,244470.5547,394323.3882,103986.7267,200592.2891,321795.2689,166976.9905,193604.4153,326901.6475,165299.8075,200907.0073,301050.6848,176507.4568,198499.1476,301970,175835.9417
A0A6S8CPU0,tr|A0A6S8CPU0|A0A6S8CPU0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7135 PE=3 SV=1,5685222.338,5734580.248,5295076.266,6632011.339,6986013.945,6373578.365,5066038.851,5114164.958,4652028.747,4622226.929,4746887.368,4214215.862,4771907.139,4878700,4492722.925
A0A6S8CPU2,tr|A0A6S8CPU2|A0A6S8CPU2_9STRA Aspartate aminotransferase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7387 PE=3 SV=1,3157251.961,2918216.442,3088066.608,2704225.242,2391370.989,2595741.932,2696119.934,2334139.953,2615062.9,2921095.201,2578820.911,2868945.442,2976109.724,2531300,2854468.72
A0A6S8CPY9,tr|A0A6S8CPY9|A0A6S8CPY9_9STRA Zn(2)-C6 fungal-type domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6590 PE=4 SV=1,277907.2693,400012.6263,283794.0359,257527.2647,358959.0146,251699.9553,343421.1412,410954.3217,279063.7412,356002.6411,385792.1056,277043.9834,393214.414,402070,292562.4492
A0A6S8CPZ5,tr|A0A6S8CPZ5|A0A6S8CPZ5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6240 PE=4 SV=1,166420.675,233287.4019,144937.1012,174796.044,208378.4494,153937.1566,166943.6498,211337.6965,170425.5627,163926.3903,207594.7206,176264.2331,182576.4855,252220,196370.829
A0A6S8CQ02,"tr|A0A6S8CQ02|A0A6S8CQ02_9STRA ATP synthase subunit d, mitochondrial OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4288 PE=3 SV=1",2888439.521,3035151.287,2269966.605,3831243.435,3964267.996,3119612.465,3517653.083,3637891.183,2934784.781,3934968.777,4025580.165,3227700.436,3650461.452,3724400,3082501.48
A0A6S8CQ37,tr|A0A6S8CQ37|A0A6S8CQ37_9STRA DUF1214 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7415 PE=4 SV=1,83624.48194,154038.987,117326.7933,77096.70236,131081.5069,98590.97197,84647.79329,136448.769,100892.7217,87648.03116,125257.3117,85057.76868,88091.90327,127810,90815.53897
A0A6S8CQ45,tr|A0A6S8CQ45|A0A6S8CQ45_9STRA DHQ_synthase domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7417 PE=3 SV=1;tr|A0A6S8CSL8|A0A6S8CSL8_9STRA DHQ_synthase domain-containing protein OS=Aurantiochytrium limacinum OX=87102,1728017.69,1183285.173,1402408.532,1939499.707,1346083.636,1592226.04,2133080.532,1469492.99,1774415.851,2120782.354,1483233.918,1797666.548,1952212.832,1390600,1662967.703
A0A6S8CQ92,tr|A0A6S8CQ92|A0A6S8CQ92_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7275 PE=4 SV=1,970569.3,948460.9129,811157.7233,1078288.772,990499.4587,853521.8474,1583692.231,1469977.332,1282482.511,1566773.489,1453494.632,1254061.523,1654168.934,1539600,1351482.116
A0A6S8CQA9,tr|A0A6S8CQA9|A0A6S8CQA9_9STRA Radical_SAM domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4307 PE=4 SV=1,384963.6079,219092.9436,257896.6107,428767.3779,281428.9753,293504.1286,443507.2885,290479.145,342254.3298,490057.3777,372072.6582,382420.662,499697.2169,366440,380993.7923
A0A6S8CQB9,tr|A0A6S8CQB9|A0A6S8CQB9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6269 PE=4 SV=1,463928.9648,649546.8124,785691.3547,367268.6715,517302.7183,597243.5681,404187.7306,516492.3977,618685.613,389446.2862,465010.5163,526919.8767,432177.708,519770,579203.21
A0A6S8CQC6,tr|A0A6S8CQC6|A0A6S8CQC6_9STRA M20_dimer domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7435 PE=4 SV=1,1338340.464,1439491.804,1545904.997,1298859.551,1421586.746,1541528.892,1481939.443,1625257.31,1832515.475,1532395.99,1639909.179,1872336.231,1525696.89,1675600,1842051.022
A0A6S8CQH6,tr|A0A6S8CQH6|A0A6S8CQH6_9STRA Gal_mutarotas_2 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7419 PE=3 SV=1,194424.4683,224915.8215,202698.6821,171446.2541,192892.7108,159989.653,186691.1467,227204.7336,162748.5266,168251.3015,188362.6251,144815.4055,186922.6076,196280,158142.5098
A0A6S8D0G1,tr|A0A6S8D0G1|A0A6S8D0G1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7707 PE=4 SV=1;tr|A0A6S8CU66|A0A6S8CU66_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7708 PE=4 SV=1;tr|A0A6S8CQI,60116.33551,122853.1798,99458.36391,53125.37697,87286.66266,68490.28926,56989.23648,93862.5328,63895.66993,73430.10455,134676.4792,83667.7451,73642.31229,136650,88800.25468
A0A6S8CQQ5,tr|A0A6S8CQQ5|A0A6S8CQQ5_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7201 PE=4 SV=1,337287.9535,463844.7331,462864.0116,356807.02,505526.2601,523882.5173,405300.6517,578139.4207,562835.7552,380475.4515,555668.7079,566686.9556,435804.1617,619790,628176.5284
A0A6S8CQQ8,tr|A0A6S8CQQ8|A0A6S8CQQ8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7459 PE=3 SV=1,524982.5746,365495.3693,415697.3475,665319.8044,450201.2294,523043.5574,627566.8975,437331.5756,397060.4818,583775.4596,389936.9538,366817.8601,603059.5829,392460,372588.8151
A0A6S8CQX1,tr|A0A6S8CQX1|A0A6S8CQX1_9STRA Aldolase_II domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7721 PE=4 SV=1,435222.2158,483413.4214,599032.5146,375794.8888,458015.0412,518045.7535,368404.3014,418461.6195,473900.4232,372520.1831,418816.1834,446035.8271,368408.3458,393400,426492.8942
A0A6S8CQX3,tr|A0A6S8CQX3|A0A6S8CQX3_9STRA Beta_elim_lyase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7446 PE=4 SV=1,71488.95989,164682.4443,48336.1886,88096.61065,177366.4337,61323.17468,96994.0906,226187.6158,81344.11179,86363.98196,191616.3309,64028.64547,86916.8198,204620,71309.78384
A0A6S8CQY1,tr|A0A6S8CQY1|A0A6S8CQY1_9STRA Methyltransf_25 domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7730 PE=4 SV=1,178714.2258,87348.89723,97669.47913,160108.5038,78394.52456,96965.78679,252002.6209,118886.5357,149017.9968,214331.158,106263.545,139452.3224,224693.9509,112570,142418.9944
A0A6S8CQZ8,tr|A0A6S8CQZ8|A0A6S8CQZ8_9STRA Tryptophanyl-tRNA synthetase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6317 PE=3 SV=1,498221.2146,321651.9618,263171.3819,586299.1202,407128.9854,295505.6473,650483.2043,450805.9642,292249.2246,648211.3832,435841.1473,297365.3255,621950.8769,437640,288479.3495
A0A6S8CQZ9,tr|A0A6S8CQZ9|A0A6S8CQZ9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7831 PE=4 SV=1,125938.0557,274706.2012,131109.26,122058.3265,225536.4045,97656.13094,103370.0869,321845.1193,93424.42675,109243.4041,205387.589,94238.24816,107719.7329,223910,108062.4565
A0A6S8CR03,tr|A0A6S8CR03|A0A6S8CR03_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7734 PE=3 SV=1;tr|A0A6S8DFX8|A0A6S8DFX8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7733 PE=3 SV=1,363068.4451,610056.2448,438690.8127,401963.3327,763503.6653,530726.0331,466467.4541,776942.3517,599446.6358,425423.0102,770879.5871,556836.3948,438986.4452,761350,524200.7532
A0A6S8CR33,tr|A0A6S8CR33|A0A6S8CR33_9STRA Dynamin-type G domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7224 PE=4 SV=1,215071.7485,338996.5016,366999.2983,152023.199,239623.5619,239726.799,161982.105,233317.1269,235657.176,161620.9383,209615.3341,233348.8413,170926.8542,239770,242216.1587
A0A6S8CR83,tr|A0A6S8CR83|A0A6S8CR83_9STRA Thioredoxin domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7849 PE=3 SV=1,2166901.814,2373347.794,2387713.111,2210632.272,2302186.108,2466781.811,2723860.727,2986257.739,3253115.055,3467224.673,3835746.119,4160949.866,3453958.26,3814500,4281523.997
A0A6S8CRL4,tr|A0A6S8CRL4|A0A6S8CRL4_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7520 PE=4 SV=1,218717.3095,182962.4629,171231.5522,189626.7376,142077.5975,138068.8294,145184.1232,90279.37223,99932.51233,131013.8746,75940.87198,77440.00163,140548.9787,86564,88902.92912
A0A6S8CRN7,"tr|A0A6S8CRN7|A0A6S8CRN7_9STRA Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7785 PE=3 SV=1",286489.8679,257619.3953,288603.7198,334589.6102,298890.9697,339706.8489,393294.2613,327695.9681,407080.0576,379786.7342,316542.0548,394010.2725,365029.278,311350,380301.3368
A0A6S8CRP2,tr|A0A6S8CRP2|A0A6S8CRP2_9STRA MR_MLE domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6381 PE=4 SV=1,466571.8603,406007.327,263829.3104,593113.2227,489432.4428,329950.9438,538598.9966,524077.1901,290892.4071,546718.967,465207.3966,280680.178,584561.8575,445040,284778.2943
A0A6S8CRR9,tr|A0A6S8CRR9|A0A6S8CRR9_9STRA Ribokinase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7508 PE=3 SV=1,210984.7968,157045.883,285847.2265,194087.398,151675.1069,250201.8126,222441.6817,161518.3,299392.8111,206305.8505,170446.5189,301487.9677,240307.3805,206830,355623.6554
A0A6S8CS11,tr|A0A6S8CS11|A0A6S8CS11_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7801 PE=4 SV=1;tr|A0A6S8CRW9|A0A6S8CRW9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7800 PE=4 SV=1,170507.6267,149084.7679,147591.5022,159198.0481,146405.0912,147153.5666,194421.2884,182577.481,172826.086,213122.9845,192196.6097,194165.4992,219178.3677,206480,200907.6064
A0A6S8CSC6,tr|A0A6S8CSC6|A0A6S8CSC6_9STRA Pyridoxal 5-phosphate synthase (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6712 PE=3 SV=1,888121.8601,636354.6527,719195.2063,842715.5144,627010.2576,710407.2735,1122734.559,859619.4952,922775.1003,1414496.927,1095276.129,1237765.534,1378108.655,1054800,1207379.738
A0A6S8CSF7,tr|A0A6S8CSF7|A0A6S8CSF7_9STRA DHH domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4438 PE=4 SV=1,281514.6853,164758.8099,319004.5519,241224.954,149273.1959,269641.712,195643.8569,145399.4053,226948.0309,169926.402,113517.0293,181262.4807,182992.5438,130020,191845.9905
A0A6S8CSH3,tr|A0A6S8CSH3|A0A6S8CSH3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7296 PE=3 SV=1,921362.401,677506.1724,952067.8486,979398.3936,742504.6795,977472.1802,1047187.5,941521.6919,1109007.008,925857.84,789334.5236,1097814.603,903914.6852,780890,1115915.918
A0A6S8CSI2,tr|A0A6S8CSI2|A0A6S8CSI2_9STRA Myosin motor domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7298 PE=3 SV=1,54163.55406,225564.9293,124450.5703,55519.47465,228293.0281,110972.8216,53770.53703,173762.4605,100911.2765,55652.44336,192227.6961,96725.21075,60457.76333,198690,89806.70294
A0A6S8CSP2,tr|A0A6S8CSP2|A0A6S8CSP2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4449 PE=4 SV=1,235179.5511,182609.272,103354.8885,319375.2654,222100.7596,157700.491,308136.6076,201311.8215,126126.0492,301646.5037,226308.7101,123983.2935,271747.8913,197280,113081.565
A0A6S8CSR4,tr|A0A6S8CSR4|A0A6S8CSR4_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7853 PE=4 SV=1,78632.95154,57563.44447,76048.58887,55247.48317,35383.08839,54589.92222,44017.94898,35157.40183,42004.52032,41445.02261,27868.92289,43979.71386,59108.38518,38873,56112.77337
A0A6S8CST7,tr|A0A6S8CST7|A0A6S8CST7_9STRA WD_REPEATS_REGION domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7577 PE=3 SV=1,2015303.151,2721861.36,2032658.618,1755919.77,2314651.722,1753785.746,1446852.275,1937948.369,1511517.953,1368971.546,1718661.294,1397563.521,1399811.154,1756200,1448664.664
A0A6S8CSU4,tr|A0A6S8CSU4|A0A6S8CSU4_9STRA Cytochrome c domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7601 PE=4 SV=1;tr|A0A6S8D8M3|A0A6S8D8M3_9STRA Cytochrome c domain-containing protein (Fragment) OS=Aurantiochytrium limacin,695108.7525,579319.0856,794199.0502,620884.9849,454488.1845,636351.0846,513275.9295,321874.1798,453466.9827,498257.7828,333100.7233,466515.2647,499494.8102,356070,503725.5604
A0A6S8CT23,tr|A0A6S8CT23|A0A6S8CT23_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6493 PE=4 SV=1;tr|A0A6S8CNG0|A0A6S8CNG0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6492 PE=4 SV=1,802023.4101,723821.9167,710744.2288,820440.8433,678626.0079,654688.351,826686.5771,714200.7163,715448.7387,1018309.383,916239.4125,957669.0927,1053020.97,968200,1047947.829
A0A6S8CT59,tr|A0A6S8CT59|A0A6S8CT59_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7877 PE=3 SV=1,1895855.175,1799269.298,1547266.228,1726945.519,1458375.51,1246454.709,1495097.131,1290189.659,1081325.61,1468660.457,1224906.256,1004927.462,1423762.616,1280600,977221.8565
A0A6S8CTA7,tr|A0A6S8CTA7|A0A6S8CTA7_9STRA Guanylate cyclase domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7464 PE=4 SV=1,367896.4974,76712.12192,200940.425,285568.1553,58558.99608,145907.1119,265028.7321,61274.07982,131959.2051,292914.9692,57023.78493,139051.0033,312560.9578,71341,171454.3699
A0A6S8CTC8,tr|A0A6S8CTC8|A0A6S8CTC8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6765 PE=4 SV=1,194043.0195,149332.9561,237965.916,143159.1396,101620.092,197982.5514,127103.2668,101043.3842,181280.1031,123274.5599,95589.52473,171363.2751,137704.0398,105560,182199.369
A0A6S8CTJ1,tr|A0A6S8CTJ1|A0A6S8CTJ1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7351 PE=4 SV=1,654075.757,473705.4428,704573.3136,588990.4044,426891.5444,601294.5459,635461.5104,511377.7484,680670.1416,586518.6556,455073.2428,624756.6199,574947.5382,465440,633847.5002
A0A6S8CTK2,tr|A0A6S8CTK2|A0A6S8CTK2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6781 PE=3 SV=1,2276704.584,2979499.846,2600065.192,2845431.769,3547835.405,3139867.354,2172279.478,2907988.105,2583983.661,2007610.926,2736221.52,2334218.084,2203703.184,2987500,2520060.469
A0A6S8CTM2,tr|A0A6S8CTM2|A0A6S8CTM2_9STRA Folate_rec domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7357 PE=3 SV=1,109742.8282,30852.6622,88151.06936,104725.3112,30623.85878,87580.22254,136187.554,36534.86988,94087.75978,104725.8855,30180.71196,75056.40913,120746.8544,30872,85808.36936
A0A6S8CTM3,tr|A0A6S8CTM3|A0A6S8CTM3_9STRA NAD(P)-bd_dom domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_8005 PE=4 SV=1,1355614.647,1486456.656,1376658.574,1494178.068,1696235.644,1586952.578,1288082.839,1516958.485,1417932.332,1307453.916,1491005.508,1403279.278,1307828.543,1526600,1426338.943
A0A6S8CTP6,tr|A0A6S8CTP6|A0A6S8CTP6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7490 PE=3 SV=1,183574.9738,215226.9344,226781.1322,164196.9652,191027.936,204226.8101,213872.7373,213371.932,219560.913,183584.0163,203139.0089,257865.7927,184504.9718,190640,269592.0288
A0A6S8CTR6,tr|A0A6S8CTR6|A0A6S8CTR6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7913 PE=4 SV=1,614568.5568,600844.6427,605645.8299,663430.1794,658893.8528,681954.5478,605363.2989,542908.3989,578468.149,497370.6215,441602.4863,501928.639,444608.8541,387310,443601.3207
A0A6S8CU50,tr|A0A6S8CU50|A0A6S8CU50_9STRA S10_plectin domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4535 PE=4 SV=1,1509883.452,1785046.203,1702333.159,1612995.402,2119053.061,1977428.486,1536050.435,1826743.494,1670393.171,1315975.334,1597942.591,1417507.866,1343811.961,1589400,1427413.443
A0A6S8CU64,tr|A0A6S8CU64|A0A6S8CU64_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7942 PE=4 SV=1,115252.0392,301319.6173,106680.8302,120993.2651,308366.8634,115172.4152,140995.5925,327821.8969,130938.6927,139132.5675,323919.8846,127388.4257,146064.5618,347590,128211.7177
A0A6S8CU85,tr|A0A6S8CU85|A0A6S8CU85_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7712 PE=3 SV=1,1776298.213,1492756.819,1505068.058,1686118.165,1398885.14,1429108.265,1359244.002,1111564.407,1183678.36,1249554.97,1034864.967,1046287.657,1336727.725,1127600,1110531.479
A0A6S8CUK2,tr|A0A6S8CUK2|A0A6S8CUK2_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4562 PE=4 SV=1,36796.73379,132484.7928,52735.23438,35881.11678,158495.7234,45996.57581,37195.68772,244796.0274,75691.86497,39084.70671,243458.0194,67389.99734,36133.53553,257890,76598.7112
A0A6S8CUW0,tr|A0A6S8CUW0|A0A6S8CUW0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7988 PE=4 SV=1;tr|A0A6S8D4P2|A0A6S8D4P2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7989 PE=4 SV=1,1060645.716,1485311.172,897221.5713,963823.3022,1396756.865,810303.4274,1012155.155,1498166.024,833109.1741,1020702.383,1552038.398,885589.742,996347.0882,1467200,851720.2664
A0A6S8CV24,tr|A0A6S8CV24|A0A6S8CV24_9STRA Aspartokinase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7575 PE=3 SV=1,2826971.767,2509374.042,2507047.721,3601854.406,3252917.217,3402222.1,3232186.076,3033820.102,2984998.628,3129403.001,2960872.291,2868580.606,3002310.15,2838900,2742720.729
A0A6S8CV73,tr|A0A6S8CV73|A0A6S8CV73_9STRA Lar_N domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_8007 PE=4 SV=1,841421.6249,927870.8345,1204009.072,785110.5808,833787.4329,1143658.151,737652.8878,773154.7989,1039600.571,727705.7019,748279.8024,1072239.628,711290.955,727430,1022255.342
A0A6S8CV74,tr|A0A6S8CV74|A0A6S8CV74_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_8009 PE=4 SV=1,223992.2019,283555.0666,227711.3069,234198.9844,270878.8091,249243.0013,269458.4871,292774.925,271676.6234,267473.2852,296854.026,295018.2166,284347.7097,322850,306316.0481
A0A6S8CV84,tr|A0A6S8CV84|A0A6S8CV84_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7798 PE=4 SV=1,186196.0722,189128.9862,297621.8771,173524.8417,192000.862,258735.2333,180468.6567,185183.2399,264788.165,174385.5547,213874.1656,259689.9706,183903.374,233640,301242.0208
A0A6S8CVH0,tr|A0A6S8CVH0|A0A6S8CVH0_9STRA NFACT-R_1 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7793 PE=3 SV=1,610318.127,472636.3243,573543.4587,658562.9633,543115.6608,655982.7463,744067.2607,660923.1194,716283.7033,769203.8375,643933.2497,740032.5041,794952.4,624790,748818.9911
A0A6S8CVJ7,tr|A0A6S8CVJ7|A0A6S8CVJ7_9STRA 4HBT domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6649 PE=4 SV=1,384789.2313,176585.9343,264543.9568,401167.3998,213344.4257,331509.0121,484734.7111,269497.4586,426516.1792,519456.2678,275984.7155,490849.7984,533858.9736,277520,491165.8503
A0A6S8CVK7,tr|A0A6S8CVK7|A0A6S8CVK7_9STRA JmjC domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7830 PE=4 SV=1,137724.8245,34074.3365,26029.01091,124423.2209,41630.08397,24356.20443,135611.9051,43982.10924,32525.35218,127558.615,46020.24924,30410.26227,135010.9059,42907,31688.1964
A0A6S8CVU7,tr|A0A6S8CVU7|A0A6S8CVU7_9STRA UBX domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7621 PE=4 SV=1,613533.1957,647847.6775,402924.4606,534139.7425,607085.5442,388066.8946,580034.7493,665369.377,401594.8037,585001.1429,668584.7342,427562.9852,573485.7118,681220,415759.834
A0A6S8CW16,tr|A0A6S8CW16|A0A6S8CW16_9STRA Aldedh domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_7834 PE=3 SV=1,3007615.034,3696859.323,2724504.419,2793610.233,3518140.894,2413447.931,2520793.741,3076151.575,2393333.399,2252222.299,2901393.72,2056091.755,2369339.351,3024800,2241168.046
A0A6S8CW18,tr|A0A6S8CW18|A0A6S8CW18_9STRA Plug_translocon domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_8067 PE=3 SV=1;tr|A0A6S8DBK2|A0A6S8DBK2_9STRA Plug_translocon domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=A,523576.6632,633777.3133,870802.3408,367927.1772,462089.1688,558267.8881,388327.2341,452229.9291,539897.4208,366415.1128,460648.0636,507887.6203,411301.7036,478470,564112.4556
A0A6S8CW22,tr|A0A6S8CW22|A0A6S8CW22_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_6935 PE=3 SV=1,403932.5132,251672.4232,448945.4217,530675.4299,315339.4996,539103.647,484137.1328,301309.0274,523140.1441,472763.5696,308055.4782,516084.2598,464191.7045,294200,502782.3882
