#Accession	Name	No_orfs	Coverage	Abundance	Description
KOG2560	KOG2560	1	0.860113	0.00016	RNA splicing factor - Slu7p
KOG2561	KOG2561	1	0.128521	2.4e-05	Adaptor protein NUB1, contains UBA domain
KOG2562	KOG2562	2	1.3286	0.000248	Protein phosphatase 2 regulatory subunit
KOG2563	KOG2563	5	2.789583	0.000521	Permease of the major facilitator superfamily
KOG2564	KOG2564	1	0.644314	0.00012	Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold
KOG2565	KOG2565	4	3.375266	0.000631	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
KOG2566	KOG2566	2	1.872586	0.00035	Beta-glucocerebrosidase
KOG2568	KOG2568	2	1.15637	0.000216	Predicted membrane protein
KOG2569	KOG2569	1	0.961363	0.000179	G protein-coupled seven transmembrane receptor
KOG2572	KOG2572	1	0.891566	0.000166	Ribosome biogenesis protein - Nop58p/Nop5p
KOG2573	KOG2573	1	0.947791	0.000177	Ribosome biogenesis protein - Nop56p/Sik1p
KOG2574	KOG2574	1	0.666666	0.000124	mRNA splicing factor PRP31
KOG2575	KOG2575	1	0.933333	0.000174	Glucosyltransferase - Alg6p
KOG2576	KOG2576	1	0.336	6.2e-05	Glucosyltransferase - Alg8p
KOG2580	KOG2580	1	0.407407	7.6e-05	Mitochondrial import inner membrane translocase, subunit TIM44
KOG2581	KOG2581	1	0.957403	0.000179	26S proteasome regulatory complex, subunit RPN3/PSMD3
KOG2582	KOG2582	1	0.7109	0.000132	COP9 signalosome, subunit CSN3
KOG2585	KOG2585	1	0.520971	9.7e-05	Uncharacterized conserved protein
KOG2586	KOG2586	1	0.929824	0.000173	Pyridoxamine-phosphate oxidase
KOG2587	KOG2587	1	0.822141	0.000153	RNA polymerase III (C) subunit
KOG2588	KOG2588	2	0.66107	0.000123	Predicted DNA-binding protein
KOG2589	KOG2589	2	0.421633	7.8e-05	Histone tail methylase
KOG2591	KOG2591	1	0.494152	9.2e-05	c-Mpl binding protein, contains La domain
KOG2592	KOG2592	3	2.584507	0.000483	Tumor differentially expressed (TDE) protein
KOG2593	KOG2593	1	0.520642	9.7e-05	Transcription initiation factor IIE, alpha subunit
KOG2595	KOG2595	1	0.572151	0.000107	Predicted GTPase activator protein
KOG2596	KOG2596	2	1.394572	0.00026	Aminopeptidase I zinc metalloprotease (M18)
KOG2597	KOG2597	2	1.413255	0.000264	Predicted aminopeptidase of the M17 family
KOG2599	KOG2599	1	0.931818	0.000174	Pyridoxal/pyridoxine/pyridoxamine kinase
KOG2600	KOG2600	3	1.67114	0.000312	U3 small nucleolar ribonucleoprotein (snoRNP) subunit - Mpp10p
KOG2601	KOG2601	2	1.208747	0.000226	Iron transporter
KOG2602	KOG2602	1	0.929978	0.000173	Predicted cell surface protein homologous to bacterial outer membrane proteins
KOG2604	KOG2604	2	0.815825	0.000152	Subunit of cis-Golgi transport vesicle tethering complex - Sec34p
KOG2605	KOG2605	2	0.533692	9.9e-05	OTU (ovarian tumor)-like cysteine protease
KOG2606	KOG2606	3	1.678807	0.000314	OTU (ovarian tumor)-like cysteine protease
KOG2607	KOG2607	1	0.829702	0.000155	CDK5 activator-binding protein
KOG2608	KOG2608	1	0.861407	0.000161	Endoplasmic reticulum membrane-associated oxidoreductin involved in disulfide bond formation
KOG2610	KOG2610	1	0.380855	7.1e-05	Uncharacterized conserved protein
KOG2613	KOG2613	2	1.826693	0.000341	NMD protein affecting ribosome stability and mRNA decay
KOG2614	KOG2614	7	5.088095	0.000951	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases
KOG2615	KOG2615	4	2.822616	0.000528	Permease of the major facilitator superfamily
KOG2616	KOG2616	1	0.988721	0.000184	Pyridoxalphosphate-dependent enzyme/predicted threonine synthase
KOG2617	KOG2617	1	0.973799	0.000182	Citrate synthase
KOG2618	KOG2618	1	0.584699	0.000109	Uncharacterized conserved protein
KOG2619	KOG2619	5	1.658602	0.00031	Fucosyltransferase
KOG2620	KOG2620	2	1.923588	0.000359	Prohibitins and stomatins of the PID superfamily
KOG2621	KOG2621	1	0.506944	9.4e-05	Prohibitins and stomatins of the PID superfamily
KOG2622	KOG2622	1	0.156862	2.9e-05	Putative myrosinase precursor
KOG2623	KOG2623	1	0.860813	0.000161	Tyrosyl-tRNA synthetase
KOG2624	KOG2624	2	1.722084	0.000322	Triglyceride lipase-cholesterol esterase
KOG2625	KOG2625	1	0.945402	0.000176	Uncharacterized conserved protein
KOG2626	KOG2626	2	0.61397	0.000114	Histone H3 (Lys4) methyltransferase complex, subunit CPS60/ASH2/BRE2
KOG2628	KOG2628	1	0.502487	9.3e-05	Farnesyl cysteine-carboxyl methyltransferase
KOG2629	KOG2629	9	1.63	0.000304	Peroxisomal membrane anchor protein (peroxin)
KOG2632	KOG2632	1	0.593023	0.00011	Rhomboid family proteins
KOG2633	KOG2633	4	2.73	0.00051	Hismacro and SEC14 domain-containing proteins
KOG2634	KOG2634	1	0.537815	0.0001	Initiator tRNA phosphoribosyl-transferase
KOG2635	KOG2635	1	1	0.000187	Medium subunit of clathrin adaptor complex
KOG2636	KOG2636	1	0.993963	0.000185	Splicing factor 3a, subunit 3
KOG2637	KOG2637	1	0.968609	0.000181	Uncharacterized conserved protein
KOG2638	KOG2638	1	0.825301	0.000154	UDP-glucose pyrophosphorylase
KOG2639	KOG2639	2	0.445255	8.3e-05	Sodium sulfate symporter and related arsenite permeases
KOG2641	KOG2641	3	2.26943	0.000424	Predicted seven transmembrane receptor - rhodopsin family
KOG2643	KOG2643	3	1.126789	0.00021	Ca2+ binding protein, contains EF-hand motifs
KOG2644	KOG2644	1	0.666666	0.000124	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes
KOG2646	KOG2646	1	0.376262	7e-05	Ribosomal protein S5
KOG2647	KOG2647	1	0.97072	0.000181	Predicted Dolichyl-phosphate-mannose-protein mannosyltransferase
KOG2648	KOG2648	2	1.615894	0.000302	Diphthamide biosynthesis protein
KOG2650	KOG2650	8	5.559808	0.00104	Zinc carboxypeptidase
KOG2653	KOG2653	1	0.960985	0.000179	6-phosphogluconate dehydrogenase
KOG2654	KOG2654	1	0.312364	5.8e-05	Uncharacterized conserved protein
KOG2656	KOG2656	1	0.835955	0.000156	DNA methyltransferase 1-associated protein-1
KOG2657	KOG2657	1	0.719798	0.000134	Transmembrane glycoprotein nicastrin
KOG2658	KOG2658	1	0.93933	0.000175	NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit
KOG2659	KOG2659	2	1.368421	0.000255	LisH motif-containing protein
KOG2660	KOG2660	2	0.564954	0.000105	Locus-specific chromosome binding proteins
KOG2662	KOG2662	3	2.294685	0.000429	Magnesium transporters: CorA family
KOG2663	KOG2663	1	0.996763	0.000186	Acetolactate synthase, small subunit
KOG2664	KOG2664	1	0.244949	4.5e-05	Small nuclear RNA activating protein complex - 50kD subunit (SNAP50)
KOG2665	KOG2665	3	2.580573	0.000482	Predicted FAD-dependent oxidoreductase
KOG2666	KOG2666	1	0.970893	0.000181	UDP-glucose/GDP-mannose dehydrogenase
KOG2667	KOG2667	4	3.316622	0.00062	COPII vesicle protein
KOG2668	KOG2668	2	1.878504	0.000351	Flotillins
KOG2669	KOG2669	2	1.203076	0.000225	Regulator of nuclear mRNA
KOG2670	KOG2670	3	2.187066	0.000409	Enolase
KOG2671	KOG2671	1	0.954869	0.000178	Putative RNA methylase
KOG2672	KOG2672	1	0.825	0.000154	Lipoate synthase
KOG2674	KOG2674	1	0.696821	0.00013	Cysteine protease required for autophagy - Apg4p/Aut2p
KOG2675	KOG2675	2	0.51875	9.7e-05	Adenylate cyclase-associated protein (CAP/Srv2p)
KOG2676	KOG2676	1	0.119246	2.2e-05	Uncharacterized conserved protein
KOG2678	KOG2678	1	0.590163	0.00011	Predicted membrane protein
KOG2679	KOG2679	2	1.741071	0.000325	Purple (tartrate-resistant) acid phosphatase
KOG2680	KOG2680	1	0.986784	0.000184	DNA helicase TIP49, TBP-interacting protein
KOG2681	KOG2681	1	0.799196	0.000149	Metal-dependent phosphohydrolase
KOG2682	KOG2682	2	1.280254	0.000239	NAD-dependent histone deacetylases and class I sirtuins (SIR2 family)
KOG2683	KOG2683	2	1.734426	0.000324	Sirtuin 4 and related class II sirtuins (SIR2 family)
KOG2684	KOG2684	3	2.046116	0.000382	Sirtuin 5 and related class III sirtuins (SIR2 family)
KOG2686	KOG2686	1	0.89071	0.000166	Choline kinase
KOG2687	KOG2687	2	0.528985	9.8e-05	Spindle pole body protein, contains UNC-84 domain
KOG2688	KOG2688	1	0.609137	0.000113	Transcription-associated recombination protein - Thp1p
KOG2689	KOG2689	1	0.582758	0.000109	Predicted ubiquitin regulatory protein
KOG2690	KOG2690	1	0.483383	9e-05	Uncharacterized conserved protein, contains BSD domain
KOG2691	KOG2691	1	0.876106	0.000163	RNA polymerase II subunit 9
KOG2693	KOG2693	1	0.618101	0.000115	Putative zinc transporter
KOG2695	KOG2695	1	0.675294	0.000126	WD40 repeat protein
KOG2696	KOG2696	1	0.811414	0.000151	Histone acetyltransferase type b catalytic subunit
KOG2697	KOG2697	1	0.887892	0.000166	Histidinol dehydrogenase
KOG2698	KOG2698	1	0.79757	0.000149	GTP cyclohydrolase I
KOG2700	KOG2700	2	1.887733	0.000353	Adenylosuccinate lyase
KOG2701	KOG2701	1	0.921052	0.000172	Uncharacterized conserved protein
KOG2702	KOG2702	2	1.188854	0.000222	Predicted panthothenate kinase/uridine kinase-related protein
KOG2703	KOG2703	2	1.326086	0.000248	C4-type Zn-finger protein
KOG2707	KOG2707	1	0.918518	0.000171	Predicted metalloprotease with chaperone activity (RNAse H/HSP70 fold)
KOG2708	KOG2708	1	0.994047	0.000185	Predicted metalloprotease with chaperone activity (RNAse H/HSP70 fold)
KOG2710	KOG2710	1	0.412621	7.7e-05	Rho GTPase-activating protein
KOG2711	KOG2711	3	2.088709	0.00039	Glycerol-3-phosphate dehydrogenase/dihydroxyacetone 3-phosphate reductase
KOG2712	KOG2712	1	0.916666	0.000171	Transcriptional coactivator
KOG2713	KOG2713	1	0.956772	0.000178	Mitochondrial tryptophanyl-tRNA synthetase
KOG2714	KOG2714	1	0.217204	4e-05	SETA binding protein SB1 and related proteins, contain BTB/POZ domain
KOG2715	KOG2715	1	0.480952	8.9e-05	Uncharacterized conserved protein, contains BTB/POZ domain
KOG2716	KOG2716	3	1.060869	0.000198	Polymerase delta-interacting protein PDIP1 and related proteins, contain BTB/POZ domain
KOG2717	KOG2717	1	0.955271	0.000178	Uncharacterized conserved protein with similarity to embryogenesis protein H beta 58 and VPS26
KOG2718	KOG2718	2	1.148247	0.000214	Na+-bile acid cotransporter
KOG2719	KOG2719	1	0.99299	0.000185	Metalloprotease
KOG2720	KOG2720	1	0.63341	0.000118	Predicted hydrolase (HIT family)
KOG2721	KOG2721	1	0.8	0.000149	Uncharacterized conserved protein
KOG2722	KOG2722	5	2.97549	0.000556	Predicted membrane protein
KOG2723	KOG2723	1	0.443438	8.2e-05	Uncharacterized conserved protein, contains BTB/POZ domain
KOG2724	KOG2724	1	0.404517	7.5e-05	Nuclear pore complex component NPAP60L/NUP50
KOG2725	KOG2725	1	0.883211	0.000165	Cytochrome oxidase assembly factor COX15
KOG2726	KOG2726	2	1.466321	0.000274	Mitochondrial polypeptide chain release factor
KOG2728	KOG2728	1	0.728476	0.000136	Uncharacterized conserved protein with similarity to phosphopantothenoylcysteine synthetase/decarboxylase
KOG2730	KOG2730	2	1.410646	0.000263	Methylase
KOG2731	KOG2731	1	0.5	9.3e-05	DNA alkylation damage repair protein
KOG2732	KOG2732	1	0.965517	0.00018	DNA polymerase delta, regulatory subunit 55
KOG2733	KOG2733	3	2.926713	0.000547	Uncharacterized membrane protein
KOG2734	KOG2734	1	0.837686	0.000156	Uncharacterized conserved protein
KOG2735	KOG2735	1	0.729613	0.000136	Phosphatidylserine synthase
KOG2736	KOG2736	2	1.832512	0.000342	Presenilin
KOG2737	KOG2737	1	0.973577	0.000182	Putative metallopeptidase
KOG2738	KOG2738	2	1.574525	0.000294	Putative methionine aminopeptidase
KOG2740	KOG2740	1	0.995215	0.000186	Clathrin-associated protein medium chain
KOG2741	KOG2741	4	2.532763	0.000473	Dimeric dihydrodiol dehydrogenase
KOG2743	KOG2743	7	5.017902	0.000938	Cobalamin synthesis protein
KOG2747	KOG2747	3	2.095959	0.000392	Histone acetyltransferase (MYST family)
KOG2749	KOG2749	2	1.137349	0.000212	mRNA cleavage and polyadenylation factor IA/II complex, subunit CLP1
KOG2751	KOG2751	2	0.961968	0.000179	Beclin-like protein
KOG2753	KOG2753	1	0.809523	0.000151	Uncharacterized conserved protein, contains PCI domain
KOG2756	KOG2756	2	1.363896	0.000255	Predicted Mg2+-dependent phosphodiesterase TTRAP
KOG2757	KOG2757	1	0.982968	0.000183	Mannose-6-phosphate isomerase
KOG2758	KOG2758	1	0.99074	0.000185	Translation initiation factor 3, subunit e (eIF-3e)
KOG2759	KOG2759	1	0.332512	6.2e-05	Vacuolar H+-ATPase V1 sector, subunit H
KOG2760	KOG2760	1	0.835648	0.000156	Vacuolar sorting protein VPS36
KOG2761	KOG2761	4	2.89041	0.00054	START domain-containing proteins involved in steroidogenesis/phosphatidylcholine transfer
KOG2762	KOG2762	1	0.750582	0.00014	Mannosyltransferase
KOG2763	KOG2763	2	1.599439	0.000299	Acyl-CoA thioesterase
KOG2764	KOG2764	2	1.214574	0.000227	Putative transcriptional regulator DJ-1
KOG2765	KOG2765	1	0.622596	0.000116	Predicted membrane protein
KOG2766	KOG2766	1	0.720238	0.000134	Predicted membrane protein
KOG2767	KOG2767	1	0.9675	0.00018	Translation initiation factor 5 (eIF-5)
KOG2768	KOG2768	1	0.727272	0.000136	Translation initiation factor 2, beta subunit (eIF-2beta)
KOG2769	KOG2769	1	0.358237	6.7e-05	Putative u4/u6 small nuclear ribonucleoprotein
KOG2770	KOG2770	1	0.955112	0.000178	Aminomethyl transferase
KOG2771	KOG2771	1	0.726744	0.000135	Subunit of tRNA-specific adenosine-34 deaminase
KOG2772	KOG2772	1	0.985163	0.000184	Transaldolase
KOG2773	KOG2773	1	0.962732	0.00018	Apoptosis antagonizing transcription factor/protein transport protein
KOG2774	KOG2774	1	0.86612	0.000162	NAD dependent epimerase
KOG2775	KOG2775	2	1.773299	0.000331	Metallopeptidase
KOG2776	KOG2776	1	0.856783	0.00016	Metallopeptidase
KOG2777	KOG2777	3	1.442804	0.000269	tRNA-specific adenosine deaminase 1
KOG2778	KOG2778	1	0.97256	0.000181	Ubiquitin C-terminal hydrolase
KOG2779	KOG2779	1	0.912114	0.00017	N-myristoyl transferase
KOG2780	KOG2780	1	0.854304	0.000159	Ribosome biogenesis protein RPF1, contains IMP4 domain
KOG2781	KOG2781	1	0.986206	0.000184	U3 small nucleolar ribonucleoprotein (snoRNP) component
KOG2782	KOG2782	1	0.874587	0.000163	Putative SAM dependent methyltransferases
KOG2783	KOG2783	1	0.894495	0.000167	Phenylalanyl-tRNA synthetase
KOG2784	KOG2784	1	0.983436	0.000183	Phenylalanyl-tRNA synthetase, beta subunit
KOG2785	KOG2785	1	0.982051	0.000183	C2H2-type Zn-finger protein
KOG2786	KOG2786	1	0.935034	0.000174	Putative glutamate/ornithine acetyltransferase
KOG2788	KOG2788	1	0.968899	0.000181	Glycosyltransferase
KOG2790	KOG2790	1	0.878378	0.000164	Phosphoserine aminotransferase
KOG2792	KOG2792	1	0.857142	0.00016	Putative cytochrome C oxidase assembly protein
KOG2793	KOG2793	16	9.229838	0.001726	Putative N2,N2-dimethylguanosine tRNA methyltransferase
KOG2794	KOG2794	1	0.944117	0.000176	Delta-aminolevulinic acid dehydratase
KOG2795	KOG2795	2	1.217741	0.000227	Catalytic subunit of the meiotic double strand break transesterase
KOG2796	KOG2796	1	0.614754	0.000114	Uncharacterized conserved protein
KOG2797	KOG2797	1	0.742705	0.000138	Prephenate dehydratase
KOG2798	KOG2798	1	0.937669	0.000175	Putative trehalase
KOG2799	KOG2799	2	1.559907	0.000291	Succinyl-CoA synthetase, beta subunit
KOG2801	KOG2801	1	0.259391	4.8e-05	Probable Rab-GAPs
KOG2802	KOG2802	1	0.586481	0.000109	Membrane protein HUEL (cation efflux superfamily)
KOG2803	KOG2803	4	2.069832	0.000387	Choline phosphate cytidylyltransferase/Predicted CDP-ethanolamine synthase
KOG2804	KOG2804	1	0.448275	8.3e-05	Phosphorylcholine transferase/cholinephosphate cytidylyltransferase
KOG2805	KOG2805	1	0.981432	0.000183	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
KOG2806	KOG2806	2	1.282407	0.000239	Chitinase
KOG2807	KOG2807	1	0.962962	0.00018	RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1
KOG2808	KOG2808	1	0.841642	0.000157	U5 snRNP-associated RNA splicing factor
KOG2809	KOG2809	2	0.677914	0.000126	Telomerase elongation inhibitor/RNA maturation protein PINX1
KOG2811	KOG2811	2	1.319047	0.000246	Uncharacterized conserved protein
KOG2812	KOG2812	3	0.645539	0.00012	Uncharacterized conserved protein
KOG2815	KOG2815	1	0.429687	8e-05	Mitochondrial/choloroplast ribosomal protein S15
KOG2816	KOG2816	6	4.410367	0.000825	Predicted transporter ADD1 (major facilitator superfamily)
KOG2817	KOG2817	1	0.936548	0.000175	Predicted E3 ubiquitin ligase
KOG2818	KOG2818	1	0.673003	0.000125	Predicted undecaprenyl diphosphate synthase
KOG2819	KOG2819	1	0.956416	0.000178	Uncharacterized conserved protein
KOG2822	KOG2822	2	0.899262	0.000168	Sphingoid base-phosphate phosphatase
KOG2823	KOG2823	2	0.878995	0.000164	Cellular protein (glioma tumor suppressor candidate region gene 2)
KOG2825	KOG2825	2	1.752321	0.000327	Putative arsenite-translocating ATPase
KOG2826	KOG2826	1	0.966777	0.00018	Actin-related protein Arp2/3 complex, subunit ARPC2
KOG2829	KOG2829	1	0.650306	0.000121	E2F-like protein
KOG2830	KOG2830	1	0.854938	0.000159	Protein phosphatase 2A-associated protein
KOG2831	KOG2831	1	0.961038	0.000179	ATP phosphoribosyltransferase
KOG2832	KOG2832	1	0.587786	0.000109	TFIIF-interacting CTD phosphatase, including NLI-interacting factor (involved in RNA polymerase II regulation)
KOG2833	KOG2833	1	0.994936	0.000186	Mevalonate pyrophosphate decarboxylase
KOG2834	KOG2834	1	0.956862	0.000178	Nuclear pore complex, rNpl4 component (sc Npl4)
KOG2835	KOG2835	2	1.873994	0.00035	Phosphoribosylamidoimidazole-succinocarboxamide synthase
KOG2836	KOG2836	1	0.936416	0.000175	Protein tyrosine phosphatase IVA1
KOG2837	KOG2837	1	0.757281	0.000141	Protein containing a U1-type Zn-finger and implicated in RNA splicing or processing
KOG2839	KOG2839	2	1.2	0.000224	Diadenosine and diphosphoinositol polyphosphate phosphohydrolase
KOG2840	KOG2840	1	0.389048	7.2e-05	Uncharacterized conserved protein with similarity to predicted ATPase of the PP-loop superfamily
KOG2841	KOG2841	1	0.783464	0.000146	Structure-specific endonuclease ERCC1-XPF, ERCC1 component
KOG2842	KOG2842	1	0.379391	7e-05	Interferon-related protein PC4 like
KOG2843	KOG2843	1	0.988095	0.000184	Fumarylacetoacetase
KOG2844	KOG2844	4	2.879672	0.000538	Dimethylglycine dehydrogenase precursor
KOG2845	KOG2845	1	0.471299	8.8e-05	Activating signal cointegrator 1
KOG2848	KOG2848	8	4.597826	0.00086	1-acyl-sn-glycerol-3-phosphate acyltransferase
KOG2851	KOG2851	1	0.970873	0.000181	Eukaryotic-type DNA primase, catalytic (small) subunit
KOG2852	KOG2852	3	2.73421	0.000511	Possible oxidoreductase
KOG2854	KOG2854	3	2.536443	0.000474	Possible pfkB family carbohydrate kinase
KOG2855	KOG2855	2	1.787878	0.000334	Ribokinase
KOG2856	KOG2856	4	1.288135	0.00024	Adaptor protein PACSIN
KOG2858	KOG2858	1	0.36923	6.9e-05	Uncharacterized conserved protein
KOG2859	KOG2859	1	0.774744	0.000144	DNA repair protein, member of the recA/RAD51 family
KOG2861	KOG2861	2	1.162907	0.000217	Uncharacterized conserved protein
KOG2862	KOG2862	1	0.880519	0.000164	Alanine-glyoxylate aminotransferase AGT1
KOG2863	KOG2863	1	0.625	0.000116	RNA lariat debranching enzyme
KOG2864	KOG2864	1	0.830188	0.000155	Nuclear division RFT1 protein
KOG2865	KOG2865	1	0.86445	0.000161	NADH:ubiquinone oxidoreductase, NDUFA9/39kDa subunit
KOG2866	KOG2866	1	0.504297	9.4e-05	Uncharacterized conserved protein
KOG2867	KOG2867	1	0.841961	0.000157	Phosphotyrosyl phosphatase activator
KOG2868	KOG2868	1	0.382089	7.1e-05	Decapping enzyme complex component DCP1
KOG2869	KOG2869	1	0.994722	0.000186	Meiotic cell division protein Pelota/DOM34
KOG2871	KOG2871	3	2.213808	0.000414	Uncharacterized conserved protein
KOG2872	KOG2872	1	0.966573	0.00018	Uroporphyrinogen decarboxylase
KOG2873	KOG2873	1	0.830985	0.000155	Ubiquinol cytochrome c reductase assembly protein CBP3
KOG2874	KOG2874	1	0.980337	0.000183	rRNA processing protein
KOG2875	KOG2875	1	0.767801	0.000143	8-oxoguanine DNA glycosylase
KOG2876	KOG2876	2	1.309597	0.000244	Molybdenum cofactor biosynthesis pathway protein
KOG2877	KOG2877	3	1.583547	0.000296	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases
KOG2879	KOG2879	1	0.912751	0.00017	Predicted E3 ubiquitin ligase
KOG2880	KOG2880	1	0.271226	5e-05	SMAD6 interacting protein AMSH, contains JAB/MPN/Mov34 domain
KOG2881	KOG2881	2	1.52721	0.000285	Predicted membrane protein
KOG2882	KOG2882	2	1.787581	0.000334	p-Nitrophenyl phosphatase
KOG2884	KOG2884	1	0.876447	0.000163	26S proteasome regulatory complex, subunit RPN10/PSMD4
KOG2885	KOG2885	1	0.633846	0.000118	Uncharacterized conserved protein
KOG2887	KOG2887	3	2.445714	0.000457	Membrane protein involved in ER to Golgi transport
KOG2888	KOG2888	1	0.476821	8.9e-05	Putative RNA binding protein
KOG2889	KOG2889	1	0.872549	0.000163	Predicted PRP38-like splicing factor
KOG2890	KOG2890	1	0.736196	0.000137	Predicted membrane protein
KOG2891	KOG2891	3	1.069662	0.0002	Surface glycoprotein
