#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
119640	119640	KOG3450	Huntingtin interacting protein HYPK	General function prediction only 	POORLY CHARACTERIZED
39195	39195	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
40002	40002	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
40093	40093	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
40604	40604	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
40964	40964	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
42458	42458	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
43100	43100	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
55477	55477	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
70082	70082	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
75760	75760	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
90947	90947	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
115930	115930	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
118833	118833	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
120601	120601	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
129199	129199	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
130804	130804	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
130928	130928	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
131002	131002	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
131987	131987	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
135340	135340	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
136416	136416	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
138776	138776	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
139729	139729	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
144078	144078	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
145557	145557	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
149609	149609	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
59892	59892	KOG0514	Ankyrin repeat protein	General function prediction only 	POORLY CHARACTERIZED
61837	61837	KOG0513	Ca2+-independent phospholipase A2	Lipid transport and metabolism 	METABOLISM
140571	140571	KOG0513	Ca2+-independent phospholipase A2	Lipid transport and metabolism 	METABOLISM
74027	74027	KOG0512	Fetal globin-inducing factor (contains ankyrin repeats)	Transcription 	INFORMATION STORAGE AND PROCESSING
130661	130661	KOG0511	Ankyrin repeat protein	General function prediction only 	POORLY CHARACTERIZED
104459	104459	KOG0510	Ankyrin repeat protein	General function prediction only 	POORLY CHARACTERIZED
11753	11753	KOG0509	Ankyrin repeat and DHHC-type Zn-finger domain containing proteins	General function prediction only 	POORLY CHARACTERIZED
41930	41930	KOG0509	Ankyrin repeat and DHHC-type Zn-finger domain containing proteins	General function prediction only 	POORLY CHARACTERIZED
39420	39420	KOG0508	Ankyrin repeat protein	General function prediction only 	POORLY CHARACTERIZED
113233	113233	KOG0506	Glutaminase (contains ankyrin repeat)	Amino acid transport and metabolism 	METABOLISM
4379	4379	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
4806	4806	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
5036	5036	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
8761	8761	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
9162	9162	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
12358	12358	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
30752	30752	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
32211	32211	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
34236	34236	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
35853	35853	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
36501	36501	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
36744	36744	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
38288	38288	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
40018	40018	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
41029	41029	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
53919	53919	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
55280	55280	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
57175	57175	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
58860	58860	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
59519	59519	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
59555	59555	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
59814	59814	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
61171	61171	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
61893	61893	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
62222	62222	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
62260	62260	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
62294	62294	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
62671	62671	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
62796	62796	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
64567	64567	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
64851	64851	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
65067	65067	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
65455	65455	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
66546	66546	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
66725	66725	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
73987	73987	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
74519	74519	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
77711	77711	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
79254	79254	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
79430	79430	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
81087	81087	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
82275	82275	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
82455	82455	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
82951	82951	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
83370	83370	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
84140	84140	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
84239	84239	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
96107	96107	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
110794	110794	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
135833	135833	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
137408	137408	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
137705	137705	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
138494	138494	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
140468	140468	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
140682	140682	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
151332	151332	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
70031	70031	KOG0503	Asparaginase	Amino acid transport and metabolism 	METABOLISM
138523	138523	KOG0503	Asparaginase	Amino acid transport and metabolism 	METABOLISM
35710	35710	KOG0502	Integral membrane ankyrin-repeat protein Kidins220 (protein kinase D substrate)	General function prediction only 	POORLY CHARACTERIZED
1515	1515	KOG0501	K+-channel KCNQ	Inorganic ion transport and metabolism 	METABOLISM
59408	59408	KOG0501	K+-channel KCNQ	Inorganic ion transport and metabolism 	METABOLISM
73419	73419	KOG0501	K+-channel KCNQ	Inorganic ion transport and metabolism 	METABOLISM
82065	82065	KOG0501	K+-channel KCNQ	Inorganic ion transport and metabolism 	METABOLISM
35988	35988	KOG1748	"Acyl carrier protein/NADH-ubiquinone oxidoreductase, NDUFAB1/SDAP subunit"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM
73081	73081	KOG1771	GPI-alpha-mannosyltransferase III (GPI10/PIG-B) involved in glycosylphosphatidylinositol anchor biosynthesis	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
73081	73081	KOG1771	GPI-alpha-mannosyltransferase III (GPI10/PIG-B) involved in glycosylphosphatidylinositol anchor biosynthesis	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
47290	47290	KOG0497	Oxidosqualene-lanosterol cyclase and related proteins	Lipid transport and metabolism 	METABOLISM
68036	68036	KOG0495	HAT repeat protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
146339	146339	KOG0495	HAT repeat protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3695	3695	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
13124	13124	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
32993	32993	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
37880	37880	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
130349	130349	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
145101	145101	KOG0494	Transcription factor CHX10 and related HOX domain proteins	General function prediction only 	POORLY CHARACTERIZED
8367	8367	KOG0490	"Transcription factor, contains HOX domain"	General function prediction only 	POORLY CHARACTERIZED
45952	45952	KOG0490	"Transcription factor, contains HOX domain"	General function prediction only 	POORLY CHARACTERIZED
8158	8158	KOG0487	"Transcription factor Abd-B, contains HOX domain"	Transcription 	INFORMATION STORAGE AND PROCESSING
141404	141404	KOG0482	"DNA replication licensing factor, MCM7 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
42711	42711	KOG0481	"DNA replication licensing factor, MCM5 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
71934	71934	KOG0480	"DNA replication licensing factor, MCM6 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
73995	73995	KOG0480	"DNA replication licensing factor, MCM6 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
104123	104123	KOG0478	"DNA replication licensing factor, MCM4 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
68974	68974	KOG0479	"DNA replication licensing factor, MCM3 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
78953	78953	KOG0477	"DNA replication licensing factor, MCM2 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
138697	138697	KOG0477	"DNA replication licensing factor, MCM2 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
55070	55070	KOG0476	Cl- channel CLC-2 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
38743	38743	KOG0475	Cl- channel CLC-3 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
57581	57581	KOG0474	Cl- channel CLC-7 and related proteins (CLC superfamily)	Inorganic ion transport and metabolism 	METABOLISM
1339	1339	KOG0472	Leucine-rich repeat protein	Function unknown 	POORLY CHARACTERIZED
125465	125465	KOG0469	Elongation factor 2	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
81197	81197	KOG0468	U5 snRNP-specific protein	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
37878	37878	KOG0467	Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
140804	140804	KOG0466	"Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)"	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
42941	42941	KOG0465	Mitochondrial elongation factor	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
45899	45899	KOG0464	Elongation factor G	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
69931	69931	KOG0463	GTP-binding protein GP-1	General function prediction only 	POORLY CHARACTERIZED
44483	44483	KOG0462	Elongation factor-type GTP-binding protein	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
82080	82080	KOG0462	Elongation factor-type GTP-binding protein	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
54990	54990	KOG0461	Selenocysteine-specific elongation factor	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
137978	137978	KOG0460	Mitochondrial translation elongation factor Tu	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
79063	79063	KOG0459	Polypeptide release factor 3	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
7726	7726	KOG0458	Elongation factor 1 alpha	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
146971	146971	KOG0457	"Histone acetyltransferase complex SAGA/ADA, subunit ADA2"	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
44025	44025	KOG0456	Aspartate kinase	Amino acid transport and metabolism 	METABOLISM
75346	75346	KOG0456	Aspartate kinase	Amino acid transport and metabolism 	METABOLISM
102883	102883	KOG0455	Homoserine dehydrogenase	Amino acid transport and metabolism 	METABOLISM
44030	44030	KOG0454	3-isopropylmalate dehydratase (aconitase superfamily)	Amino acid transport and metabolism 	METABOLISM
46390	46390	KOG0454	3-isopropylmalate dehydratase (aconitase superfamily)	Amino acid transport and metabolism 	METABOLISM
